Custid,Rcn,Frq,Mnt,Clothes,Kitchen,SmallAppliances,HouseKeeping,Toys,NetPurchase,StorePurchase,Recomendation,Credit_Card
7016,58,42,1932.32,34,12,27,13,14,26,74,6,
7017,88,14,353.6,51,7,34,1,7,41,59,4,
7024,45,10,43.68,22,11,43,12,12,57,43,4,
7026,97,25,920.4,83,3,8,1,5,27,73,2,
7034,25,32,1266.72,79,1,16,1,2,25,75,4,
7039,66,9,69.68,72,3,20,1,3,55,45,3,
7041,66,11,80.08,20,28,21,14,17,40,60,4,
7045,27,10,49.92,28,2,26,6,38,58,42,3,
7050,25,18,405.6,46,20,15,17,1,40,60,3,
7051,42,14,224.64,42,1,48,7,2,49,51,2,
7063,43,14,125.84,83,2,14,1,1,64,36,5,
7064,45,35,1390.48,75,4,16,1,4,41,59,5,
7066,25,29,1397.76,38,2,43,8,8,10,90,4,
7067,52,21,613.6,86,1,11,1,1,43,57,3,
7071,74,27,1000.48,22,11,48,14,5,36,64,5,
7072,29,16,402.48,63,3,31,2,1,34,66,4,
7076,6,24,807.04,63,3,20,7,7,33,67,4,
7077,87,48,2380.56,58,5,29,5,4,17,83,4,
7078,87,13,159.12,4,3,26,40,28,52,48,3,
7080,20,8,34.32,39,1,53,4,3,51,49,4,
7081,84,12,53.04,35,20,25,12,7,66,34,2,
7082,30,34,1528.8,64,3,27,0,6,26,74,6,
7083,21,15,272.48,89,2,8,0,0,61,39,3,
7090,60,5,17.68,64,1,27,4,4,49,51,2,
7091,7,51,2445.04,57,3,33,6,1,38,62,6,
7094,525,10,12.48,11,31,36,0,22,69,31,3,
7095,73,23,627.12,76,1,21,1,2,56,44,4,
7097,53,15,315.12,49,8,28,13,2,37,63,3,
7102,94,22,802.88,74,1,23,0,1,37,63,2,
7109,54,28,1326,23,5,58,5,9,11,89,4,
7117,94,18,616.72,46,3,26,14,11,36,64,5,No
7118,62,19,399.36,74,1,22,1,2,61,39,5,
7124,95,9,34.32,46,13,40,0,0,68,32,4,
7129,354,8,13.52,4,17,21,27,30,73,27,4,
7133,31,32,1597.44,41,5,43,6,5,11,89,5,
7137,93,27,1190.8,46,30,17,4,3,32,68,6,
7140,96,37,1800.24,41,8,29,8,14,19,81,5,
7143,100,11,34.32,18,8,24,33,16,59,41,3,
7148,16,40,1990.56,48,3,44,4,2,13,87,5,
7150,98,29,1127.36,48,13,30,7,2,26,74,5,
7153,31,12,195.52,92,0,7,0,1,44,56,3,
7157,41,12,47.84,12,25,29,21,13,73,27,3,
7159,65,36,1454.96,86,0,12,1,1,44,56,6,
7161,87,15,408.72,36,18,27,14,5,36,64,2,
7172,57,22,510.64,79,2,14,2,3,60,40,3,
7174,281,7,16.64,17,8,49,26,0,69,31,4,
7175,47,9,42.64,42,0,45,5,7,59,41,3,
7177,140,9,16.64,61,1,36,0,2,63,37,3,
7188,44,48,2377.44,61,3,26,7,4,19,81,5,
7189,24,12,125.84,75,2,18,1,4,65,35,5,
7190,9,39,2058.16,15,15,49,10,10,8,92,6,
7199,55,10,87.36,86,2,10,1,1,50,50,2,
7200,87,13,59.28,16,7,49,21,7,77,23,2,
7204,81,30,1202.24,59,4,33,2,2,29,71,6,
7205,81,10,43.68,50,9,26,4,11,54,46,4,
7206,1,45,2446.08,50,2,27,4,16,8,92,5,
7212,26,33,1537.12,43,4,38,8,8,17,83,5,
7219,93,10,65.52,35,4,51,6,4,48,52,2,
7221,20,13,121.68,75,4,18,0,2,52,48,3,
7223,80,8,20.8,10,30,25,30,5,62,38,3,
7227,1,8,68.64,90,1,7,1,2,49,51,3,
7233,71,12,123.76,62,8,18,4,7,40,60,4,
7238,69,16,318.24,36,19,33,0,12,46,54,4,
7242,400,7,14.56,81,2,15,2,1,57,43,3,
7247,93,31,1463.28,58,3,32,3,4,12,88,4,
7249,13,38,1934.4,55,5,35,2,3,13,87,6,
7251,56,20,614.64,50,4,26,4,16,30,70,4,Yes
7252,13,23,619.84,82,4,12,2,0,51,49,3,
7253,41,35,1527.76,72,3,21,3,2,25,75,4,
7256,3,24,991.12,33,4,44,13,6,12,88,4,
7258,22,13,48.88,17,2,29,49,3,73,27,4,
7263,43,17,401.44,62,4,27,5,2,56,44,5,
7265,27,27,799.76,95,0,4,0,0,61,39,5,
7269,76,7,30.16,89,0,10,1,0,63,37,3,
7270,72,45,2129.92,48,1,19,9,24,34,66,5,
7283,25,28,1319.76,20,13,40,26,1,12,88,6,
7290,53,11,62.4,68,1,22,7,2,54,46,2,
7294,26,15,263.12,39,0,42,15,4,52,48,2,
7297,15,34,1323.92,87,0,12,1,0,50,50,5,
7303,29,28,1267.76,17,6,54,3,20,14,86,4,
7305,62,9,21.84,42,2,51,3,2,59,41,3,
7308,44,10,74.88,49,1,45,4,1,51,49,5,
7316,21,27,1266.72,57,1,33,8,1,15,85,4,
7317,485,8,8.32,58,6,31,1,4,68,32,3,
7321,8,27,984.88,56,15,23,5,1,32,68,5,
7324,33,24,920.4,42,18,22,5,12,20,80,5,
7326,50,15,188.24,61,2,35,1,0,58,42,4,
7328,57,28,1120.08,70,4,21,5,1,32,68,5,
7339,79,42,2123.68,23,9,45,15,8,15,85,5,
7340,77,7,156,53,6,16,21,4,20,80,4,
7341,90,54,2812.16,42,6,46,2,3,22,78,4,
7343,19,22,921.44,22,15,27,22,14,10,90,3,
7348,78,20,405.6,78,2,19,0,1,65,35,3,
7351,38,55,2628.08,69,3,24,1,3,38,62,5,
7354,25,15,315.12,71,3,22,1,3,57,43,4,
7361,27,12,122.72,16,36,21,10,17,46,54,4,
7368,27,24,862.16,46,7,33,10,4,31,69,4,
7373,18,26,1120.08,10,27,42,19,2,17,83,5,
7375,19,26,741.52,80,1,17,1,1,52,48,5,
7377,25,15,410.8,63,2,22,4,9,35,65,4,
7381,82,43,2194.4,46,8,37,4,5,14,86,4,
7383,65,11,76.96,43,9,38,2,8,64,36,2,
7384,21,30,1258.4,65,5,16,11,3,26,74,4,
7385,75,28,1131.52,25,25,25,6,19,37,63,4,
7386,11,12,229.84,33,11,31,23,2,33,67,2,
7389,31,18,274.56,80,1,17,2,0,74,26,4,
7390,218,7,16.64,43,7,27,14,9,49,51,3,
7392,15,11,96.72,9,28,27,29,8,57,43,5,
7393,56,15,152.88,35,5,34,9,17,72,28,4,
7396,35,17,272.48,64,1,34,0,0,63,37,5,
7399,31,40,2065.44,43,0,49,6,2,10,90,5,
7403,70,17,315.12,57,4,37,2,0,56,44,3,
7405,417,5,13.52,34,23,15,5,22,49,51,2,
7407,19,24,684.32,71,7,14,4,4,47,53,4,No
7417,45,14,125.84,59,2,36,2,0,66,34,3,
7423,44,18,399.36,82,1,15,1,1,47,53,4,
7426,26,17,305.76,51,1,30,3,16,55,45,3,
7428,1,9,22.88,19,9,53,14,4,55,45,5,
7430,434,7,20.8,40,1,31,15,14,45,55,4,
7431,92,15,263.12,56,1,35,1,6,47,53,4,
7436,92,10,75.92,68,1,28,2,1,53,47,2,
7443,24,15,228.8,83,2,15,0,0,49,51,3,
7444,7,18,451.36,78,2,18,1,1,45,55,4,
7449,57,6,34.32,72,4,21,2,1,45,55,3,
7454,79,25,748.8,65,7,17,9,1,46,54,5,
7456,21,31,1453.92,23,6,46,7,18,12,88,5,
7457,54,28,1200.16,34,13,14,29,9,26,74,5,
7458,46,9,43.68,71,2,24,1,2,66,34,3,
7460,235,8,16.64,40,6,37,9,8,60,40,4,
7477,52,12,121.68,64,1,25,3,6,43,57,3,
7482,12,12,228.8,70,1,21,7,2,45,55,4,
7486,97,28,865.28,24,2,65,7,2,66,34,6,
7489,343,8,13.52,44,5,42,4,5,64,36,4,
7492,88,10,152.88,55,3,37,4,1,37,63,4,
7498,19,8,20.8,17,8,50,13,12,55,45,5,
7506,51,43,1992.64,30,6,33,27,5,23,77,5,
7507,61,8,37.44,81,2,15,1,1,53,47,4,
7517,6,23,867.36,39,10,36,8,7,30,70,4,
7520,70,13,408.72,66,9,15,8,3,20,80,3,
7523,6,14,195.52,90,0,9,0,0,58,42,4,
7529,90,10,46.8,67,0,20,5,8,61,39,2,
7536,76,11,44.72,15,7,34,26,18,66,34,3,
7540,90,23,617.76,36,5,52,6,1,52,48,3,
7541,39,7,66.56,76,4,13,5,2,50,50,4,
7542,48,17,225.68,4,14,29,27,27,66,34,5,
7543,34,26,730.08,88,3,6,3,0,55,45,4,
7556,100,13,308.88,69,1,21,5,4,26,74,5,
7559,92,33,1404,50,10,23,3,14,40,60,5,
7564,4,8,37.44,50,9,25,6,11,56,44,3,
7565,78,15,189.28,84,0,14,1,1,72,28,4,
7574,55,8,160.16,65,12,19,0,4,31,69,3,
7575,26,30,1190.8,37,16,17,16,14,33,67,5,
7577,71,19,352.56,7,17,19,31,26,50,50,3,Yes
7578,13,23,747.76,49,0,39,5,7,42,58,5,
7580,86,10,20.8,32,11,47,5,5,61,39,5,
7582,81,42,2185.04,40,6,48,1,5,13,87,6,
7589,97,16,309.92,56,2,36,3,3,49,51,2,
7591,77,23,673.92,70,1,23,3,3,50,50,4,
7595,37,35,1402.96,73,1,15,2,9,33,67,5,
7604,24,11,93.6,70,2,25,2,1,48,52,2,
7611,1,16,225.68,34,7,53,4,2,54,46,3,
7613,52,56,2993.12,31,12,42,9,6,9,91,5,
7614,64,34,1729.52,37,6,48,4,6,11,89,5,
7618,3,12,67.6,5,23,24,30,19,59,41,3,
7619,54,15,266.24,71,0,24,2,2,50,50,4,
7620,49,35,1727.44,19,4,42,18,17,11,89,4,
7626,10,18,401.44,31,13,33,1,22,39,61,5,
7629,77,35,1661.92,54,5,29,2,10,10,90,5,
7633,4,11,123.76,49,13,20,16,2,32,68,3,
7635,27,11,45.76,20,5,33,23,19,63,37,5,
7653,22,9,29.12,57,6,27,4,6,60,40,3,
7657,23,12,224.64,40,6,35,12,7,44,56,4,
7659,12,14,188.24,39,2,47,7,5,54,46,3,
7660,38,24,1060.8,54,4,24,12,5,10,90,3,
7667,85,25,922.48,33,4,55,1,6,24,76,4,
7669,86,36,1591.2,40,6,34,13,7,30,70,4,
7672,25,8,38.48,41,6,43,10,0,56,44,4,
7680,300,6,11.44,15,25,13,27,20,44,56,5,
7713,36,18,504.4,25,14,18,17,26,26,74,3,
7714,15,8,160.16,24,15,33,8,20,25,75,3,
7715,84,13,265.2,77,2,10,6,5,55,45,3,
7718,96,34,1662.96,47,8,43,1,1,12,88,5,
7726,77,40,2062.32,38,6,49,3,4,13,87,4,
7730,67,28,1334.32,10,16,37,18,19,15,85,5,
7731,16,9,231.92,73,3,17,2,6,17,83,4,
7733,3,25,1061.84,51,6,37,1,6,15,85,5,
7737,57,7,47.84,32,15,25,8,20,31,69,3,
7742,88,25,869.44,63,2,30,3,2,41,59,2,
7743,7,12,153.92,74,1,23,1,1,56,44,3,
7747,451,4,13.52,45,21,21,9,4,32,68,4,
7755,23,7,21.84,80,5,14,0,1,59,41,5,
7759,11,11,189.28,61,3,30,4,2,50,50,3,
7760,70,12,192.4,55,5,31,6,3,36,64,3,
7764,14,14,448.24,45,2,36,6,11,27,73,5,
7769,82,42,2252.64,36,4,43,10,7,8,92,5,
7770,39,21,449.28,88,0,11,1,0,56,44,4,No
7772,91,24,681.2,43,10,30,7,10,48,52,4,
7774,97,25,732.16,91,0,8,0,0,54,46,5,
7778,303,6,17.68,58,4,35,3,0,40,60,4,
7783,72,28,1119.04,68,3,21,5,3,43,57,5,
7784,97,28,801.84,89,0,9,1,0,52,48,5,
7787,9,15,461.76,74,2,22,0,1,18,82,3,
7789,49,10,67.6,53,11,28,0,8,52,48,4,
7797,92,8,38.48,56,9,22,8,5,49,51,3,
7798,92,28,1060.8,66,1,27,3,4,35,65,5,
7804,7,14,272.48,55,5,22,3,15,29,71,2,
7809,7,41,2128.88,43,7,32,10,8,17,83,4,
7811,44,32,1603.68,42,11,33,11,3,9,91,4,
7812,46,13,263.12,75,1,16,2,6,29,71,2,
7813,34,9,41.6,58,5,28,7,3,52,48,3,
7815,30,32,1187.68,68,3,23,3,3,39,61,5,
7820,17,6,43.68,78,1,20,0,1,39,61,4,
7825,55,10,67.6,93,1,5,1,0,61,39,4,
7827,66,24,676,34,16,26,12,12,51,49,5,
7828,0,8,46.8,50,5,34,6,6,49,51,5,
7829,28,10,24.96,14,14,29,10,33,66,34,5,
7830,77,20,359.84,90,0,9,0,1,56,44,4,
7833,100,6,37.44,22,24,27,20,8,30,70,4,
7839,47,28,1183.52,36,10,29,13,12,19,81,6,
7844,21,19,738.4,19,12,57,7,5,11,89,5,
7847,63,29,991.12,50,2,23,12,13,46,54,5,
7854,45,23,612.56,84,1,14,1,0,46,54,2,
7857,491,9,19.76,18,15,39,3,25,56,44,4,
7859,64,9,42.64,58,3,36,3,1,51,49,4,
7861,17,11,157.04,34,8,49,6,3,48,52,4,
7865,6,10,42.64,6,21,17,12,44,68,32,4,
7872,81,8,34.32,21,4,22,26,27,52,48,3,
7873,29,33,1599.52,14,9,66,1,10,18,82,6,
7877,42,19,405.6,87,0,10,1,1,56,44,4,
7880,363,9,17.68,63,8,27,2,0,56,44,3,
7884,67,11,39.52,10,19,20,3,48,61,39,5,
7887,46,24,674.96,57,7,29,3,3,34,66,4,
7891,81,46,2381.6,63,3,30,1,4,15,85,5,
7898,1,9,32.24,74,1,19,4,2,61,39,5,
7901,2,19,459.68,94,0,6,0,0,44,56,4,
7903,54,15,193.44,23,8,50,12,7,66,34,4,
7904,88,16,317.2,90,0,7,1,2,53,47,4,Yes
7906,29,18,460.72,52,8,17,11,13,53,47,5,
7909,65,8,48.88,6,24,10,38,22,58,42,4,
7912,375,9,19.76,43,5,29,4,19,46,54,2,
7916,14,24,740.48,29,20,21,14,16,39,61,2,
7925,32,28,1264.64,69,2,26,0,3,11,89,4,
7927,71,18,350.48,92,0,7,0,0,59,41,2,
7928,68,14,232.96,60,4,34,2,0,51,49,5,
7929,14,39,2056.08,42,10,21,17,10,8,92,4,
7931,56,24,803.92,28,21,29,10,12,38,62,4,
7937,66,15,268.32,77,1,17,2,3,50,50,2,
7940,46,14,312,40,9,33,4,14,27,73,4,
7941,85,8,68.64,36,1,19,22,22,36,64,4,
7951,31,31,1054.56,83,1,15,1,1,60,40,5,
7952,32,26,685.36,94,0,5,1,0,63,37,5,
7953,86,21,615.68,89,1,9,0,1,43,57,4,
7955,28,14,232.96,78,2,15,1,4,49,51,3,
7961,69,21,747.76,81,1,17,1,0,25,75,5,
7963,42,16,362.96,85,1,11,2,1,51,49,4,
7972,70,28,925.6,82,2,15,1,0,48,52,5,
7982,145,8,9.36,28,2,48,14,7,68,32,5,
7994,31,23,731.12,83,1,15,0,1,35,65,2,
8004,53,44,2063.36,57,6,28,0,9,26,74,4,
8007,32,34,1662.96,37,17,37,9,0,19,81,4,
8022,68,30,1134.64,58,6,26,5,5,39,61,5,
8023,48,30,1123.2,85,2,11,1,1,34,66,6,
8031,59,19,556.4,41,32,16,7,4,37,63,3,
8036,30,34,1724.32,27,10,44,9,9,12,88,5,
8037,74,16,312,65,6,16,7,6,53,47,3,
8043,82,10,66.56,50,6,31,4,8,55,45,2,
8048,52,30,1134.64,76,1,18,3,2,31,69,5,
8056,45,8,34.32,13,31,13,33,10,38,62,2,
8057,91,28,864.24,85,1,12,1,1,54,46,4,
8060,47,11,123.76,14,8,36,27,15,41,59,5,
8061,66,17,308.88,83,1,11,3,3,60,40,4,
8065,59,28,1322.88,38,2,53,4,3,14,86,5,
8070,54,13,63.44,9,15,32,20,24,77,23,4,
8077,0,29,1400.88,42,11,26,9,12,16,84,5,
8083,88,14,264.16,40,10,31,16,3,36,64,3,
8092,73,12,57.2,7,37,12,43,0,57,43,4,
8099,54,28,1265.68,21,6,52,15,6,23,77,5,
8100,86,39,2056.08,75,2,19,2,2,7,93,5,
8105,6,17,351.52,63,1,32,1,3,41,59,4,
8106,66,31,1523.6,29,3,52,11,5,12,88,5,
8109,1,40,1867.84,88,2,10,0,0,20,80,5,No
8114,81,16,191.36,7,25,47,12,9,62,38,3,
8116,27,34,1735.76,65,2,27,2,4,13,87,6,
8123,49,36,1790.88,57,5,31,4,4,11,89,6,
8128,62,21,934.96,35,7,52,5,0,10,90,4,
8129,41,29,1399.84,50,16,27,7,0,8,92,5,
8130,105,6,11.44,34,20,27,14,6,62,38,3,
8134,405,6,19.76,72,2,23,2,2,51,49,3,
8135,43,37,1660.88,81,1,16,1,2,40,60,5,
8139,45,21,514.8,79,2,16,0,3,44,56,4,
8140,6,35,1254.24,92,0,6,1,1,59,41,6,
8142,11,11,58.24,55,13,27,5,1,65,35,4,
8144,21,17,455.52,81,1,14,3,1,25,75,5,
8146,69,18,266.24,7,22,32,21,18,66,34,3,
8147,9,14,153.92,36,5,49,3,7,66,34,4,
8157,49,23,928.72,59,4,24,6,6,27,73,3,
8163,20,7,20.8,15,23,47,2,13,48,52,3,
8166,32,7,16.64,39,3,45,7,6,57,43,4,
8170,93,32,1393.6,49,6,34,3,8,30,70,6,
8175,227,5,17.68,54,10,23,1,12,42,58,3,
8183,18,34,1669.2,61,2,29,5,3,15,85,5,
8185,41,36,1864.72,21,20,39,16,4,9,91,5,
8196,63,28,931.84,66,7,22,3,2,33,67,5,
8197,11,31,1199.12,73,2,23,2,1,35,65,4,
8198,80,6,16.64,8,68,7,2,15,42,58,3,
8212,14,8,26,28,8,43,14,7,54,46,3,
8213,42,12,191.36,42,7,27,11,13,33,67,4,
8215,43,20,615.68,47,3,37,6,8,36,64,5,
8221,14,35,1594.32,46,5,40,3,5,34,66,5,
8222,86,28,1328.08,59,5,23,7,6,15,85,6,
8227,36,30,918.32,91,1,7,1,1,55,45,5,
8228,62,23,672.88,92,1,6,1,1,55,45,2,
8229,78,13,158.08,74,2,23,1,1,64,36,4,
8247,47,26,863.2,74,2,16,4,4,40,60,5,
8248,50,12,75.92,27,1,53,12,8,57,43,5,
8254,74,25,743.6,61,2,33,1,3,54,46,3,
8257,66,17,357.76,84,1,14,1,1,47,53,3,
8265,38,23,986.96,18,22,34,25,1,17,83,3,
8266,19,12,157.04,38,14,42,4,1,44,56,2,
8271,91,10,23.92,11,28,34,7,20,57,43,5,
8273,60,8,19.76,75,1,22,1,1,56,44,4,
8275,55,7,67.6,16,0,17,21,46,41,59,3,Yes
8276,28,10,24.96,30,17,31,18,4,65,35,4,
8282,40,13,404.56,61,5,29,1,4,12,88,3,
8286,93,28,1333.28,37,1,50,9,3,12,88,5,
8288,34,16,356.72,90,0,9,0,0,43,57,4,
8291,38,19,560.56,38,18,18,3,22,31,69,5,
8292,57,21,743.6,28,27,14,5,26,34,66,5,
8303,24,14,273.52,73,2,23,2,1,30,70,4,
8307,29,25,930.8,69,12,16,1,3,27,73,3,
8308,87,13,96.72,65,5,26,3,0,72,28,3,
8310,12,11,34.32,8,9,25,37,21,64,36,4,
8332,52,21,863.2,21,20,35,4,19,18,82,3,
8345,63,12,92.56,26,21,22,9,22,53,47,4,
8346,41,44,2256.8,48,4,44,2,2,12,88,4,
8347,90,33,1657.76,64,2,27,3,4,14,86,4,
8351,95,10,42.64,66,2,30,2,1,59,41,5,
8354,88,22,860.08,63,5,23,5,3,18,82,5,
8359,27,18,350.48,45,0,38,8,9,54,46,3,
8360,56,38,1991.6,40,4,46,4,6,8,92,4,
8361,33,18,683.28,24,20,44,6,6,15,85,5,
8363,52,55,2815.28,41,6,38,2,13,13,87,5,
8364,91,10,53.04,21,23,25,14,17,50,50,4,
8365,79,7,31.2,6,6,19,12,58,53,47,3,
8370,89,34,1453.92,69,2,25,2,2,29,71,6,
8376,89,36,1667.12,47,8,38,7,0,18,82,4,
8385,64,19,687.44,51,6,25,6,11,18,82,2,
8387,32,30,1067.04,65,3,22,3,7,37,63,5,
8393,98,11,123.76,15,48,12,9,16,39,61,3,
8395,55,10,19.76,22,29,41,4,3,73,27,3,
8396,42,18,411.84,91,0,9,0,0,46,54,4,
8401,64,12,226.72,69,2,26,2,1,38,62,3,
8404,73,12,269.36,35,15,26,10,14,40,60,5,
8406,32,29,925.6,58,2,24,5,11,64,36,5,
8409,34,20,362.96,88,1,11,0,0,60,40,5,
8411,83,14,92.56,58,2,32,4,4,72,28,5,
8414,74,24,855.92,30,10,26,14,20,36,64,4,
8421,10,9,78,75,1,19,2,3,53,47,4,
8426,55,41,1791.92,40,8,32,6,14,46,54,5,
8429,76,29,999.44,51,5,38,3,3,41,59,4,
8430,36,22,683.28,55,4,34,1,6,41,59,5,
8443,96,9,55.12,84,0,13,3,0,51,49,4,
8446,13,9,43.68,31,8,42,9,10,43,57,3,
8448,6,11,74.88,80,0,16,1,3,46,54,3,
8450,85,16,307.84,35,7,35,12,11,52,48,3,
8451,501,7,10.4,73,5,19,2,1,68,32,5,
8452,52,7,15.6,70,5,23,1,1,61,39,2,
8453,52,24,983.84,59,1,33,3,4,15,85,2,
8454,15,24,990.08,41,5,51,1,2,15,85,4,
8463,77,49,2503.28,83,0,15,1,1,15,85,5,
8472,70,16,360.88,48,1,35,7,9,53,47,3,
8476,59,10,94.64,12,16,44,9,19,47,53,3,
8479,15,25,798.72,52,2,30,12,4,38,62,3,
8482,33,22,869.44,69,3,25,3,0,20,80,2,
8485,76,18,566.8,59,3,26,5,7,30,70,4,
8487,44,13,264.16,69,4,20,6,1,41,59,3,
8493,19,31,1466.4,69,2,24,2,3,18,82,4,
8499,59,9,67.6,68,0,30,2,0,48,52,3,
8503,48,17,229.84,52,8,33,5,2,72,28,2,
8509,10,11,53.04,46,4,45,4,1,64,36,5,
8510,62,17,617.76,11,15,53,15,6,12,88,5,
8511,89,33,1258.4,55,4,31,6,4,53,47,5,
8514,21,25,860.08,75,2,20,0,3,26,74,4,
8521,56,38,1726.4,43,15,27,1,14,41,59,5,
8529,78,8,42.64,66,2,27,2,3,57,43,4,
8536,45,11,67.6,61,5,27,5,2,63,37,4,
8537,70,24,795.6,70,8,14,5,3,37,63,4,
8543,76,40,1734.72,76,2,19,3,0,31,69,5,
8546,7,26,681.2,97,0,3,0,0,54,46,6,
8552,77,22,737.36,72,3,19,5,1,38,62,5,
8561,97,39,2058.16,65,2,30,2,1,11,89,5,
8564,29,10,64.48,86,1,12,1,0,54,46,4,
8570,78,14,356.72,88,0,11,0,1,33,67,5,
8573,52,30,1465.36,46,4,41,4,5,8,92,6,
8574,29,35,1737.84,47,0,30,6,16,16,84,5,
8580,59,23,570.96,89,0,10,0,0,58,42,5,
8591,39,16,308.88,51,11,25,4,9,51,49,3,
8592,398,8,17.68,70,7,21,1,1,64,36,4,
8595,6,11,92.56,77,1,19,1,1,58,42,5,
8598,8,10,59.28,19,8,50,6,16,58,42,3,
8599,57,33,1596.4,44,22,24,8,3,17,83,5,
8600,78,21,411.84,39,4,53,1,3,63,37,2,
8601,32,11,92.56,64,2,29,2,3,65,35,5,
8602,41,8,41.6,11,30,14,24,21,35,65,4,
8604,85,41,1860.56,81,5,9,3,2,30,70,4,Yes
8607,33,11,56.16,35,12,32,8,14,65,35,4,
8608,27,40,2000.96,45,8,44,2,0,14,86,5,
8611,43,34,1664,24,15,38,12,12,14,86,5,
8614,19,17,267.28,91,0,9,0,0,53,47,2,
8616,35,9,94.64,78,2,13,2,5,40,60,3,
8619,38,9,24.96,62,5,25,8,1,64,36,3,
8627,8,13,122.72,43,2,49,4,3,59,41,3,
8629,96,41,1990.56,55,3,38,1,3,28,72,4,
8633,68,21,668.72,79,1,16,2,3,37,63,3,
8635,94,31,1330.16,46,5,36,4,8,35,65,5,
8637,81,6,38.48,28,19,20,19,14,41,59,4,
8640,88,18,564.72,35,4,47,5,9,31,69,2,
8646,78,18,308.88,38,16,37,1,8,53,47,4,
8648,54,14,361.92,35,18,26,15,6,22,78,4,
8650,9,22,506.48,30,9,37,22,2,61,39,4,
8658,30,13,227.76,88,1,10,0,1,38,62,5,
8664,34,23,929.76,35,3,49,6,8,15,85,3,
8668,6,12,310.96,60,3,28,5,4,13,87,4,
8671,59,10,66.56,76,1,20,1,2,49,51,4,
8675,9,41,2192.32,25,24,35,9,7,10,90,6,
8678,94,12,64.48,87,1,11,1,0,64,36,4,
8680,89,41,1995.76,68,6,15,1,9,29,71,5,
8681,72,10,122.72,83,1,14,1,1,45,55,2,
8686,88,12,231.92,76,0,19,2,3,36,64,3,
8703,84,20,412.88,75,2,20,0,3,65,35,3,Yes
8711,83,8,68.64,42,7,25,17,8,36,64,4,
8712,6,13,316.16,53,16,16,9,6,24,76,5,
8713,66,8,29.12,36,15,26,1,22,62,38,4,
8715,87,12,72.8,45,5,33,8,9,50,50,5,
8723,25,9,42.64,93,0,7,0,0,65,35,3,
8725,72,10,78,24,8,19,25,24,49,51,2,
8730,73,18,677.04,60,1,38,0,1,14,86,3,
8732,43,10,78,26,3,49,9,13,52,48,3,
8739,403,9,11.44,20,27,29,4,20,62,38,4,
8747,7,24,926.64,40,11,25,14,9,25,75,4,
8749,73,25,1053.52,24,10,40,22,4,16,84,5,
8756,2,10,65.52,74,1,20,1,4,55,45,3,
8757,86,12,60.32,45,9,38,3,5,59,41,2,
8760,76,33,1665.04,37,10,30,10,13,13,87,5,
8761,82,13,96.72,47,2,30,10,11,73,27,2,
8764,94,8,37.44,41,2,28,0,28,44,56,2,
8768,12,29,1398.8,53,2,40,4,1,11,89,5,
8779,14,21,450.32,35,12,19,25,9,50,50,4,
8780,24,20,565.76,92,0,7,0,0,39,61,2,
8782,33,10,56.16,45,8,41,1,5,59,41,4,
8787,32,12,82.16,42,4,47,5,1,57,43,4,
8791,34,11,44.72,20,17,23,24,16,69,31,5,
8793,89,42,2123.68,47,7,39,0,7,18,82,6,
8802,68,18,314.08,25,4,47,11,13,61,39,3,
8805,76,40,2056.08,29,6,38,15,12,11,89,6,No
8806,23,33,1595.36,38,17,35,0,10,12,88,4,
8808,95,10,73.84,40,7,36,6,11,43,57,2,
8812,24,37,1801.28,69,2,27,2,1,20,80,5,
8814,77,25,687.44,89,0,9,1,1,57,43,3,
8817,8,31,1454.96,40,11,36,12,1,12,88,5,
8819,28,6,36.4,67,2,28,1,2,36,64,4,
8821,52,19,361.92,58,2,29,6,5,54,46,3,
8822,48,22,561.6,35,2,47,8,8,56,44,4,
8828,51,23,613.6,91,1,6,1,1,54,46,4,
8831,18,13,267.28,39,15,20,14,12,36,64,3,
8841,17,8,41.6,62,4,27,4,2,50,50,4,
8842,54,13,90.48,11,4,24,36,25,57,43,4,
8843,17,43,2193.36,32,8,51,7,2,13,87,6,
8855,54,24,862.16,62,2,31,1,4,23,77,4,
8856,63,20,507.52,91,1,8,0,0,43,57,3,
8857,34,8,30.16,9,23,21,20,27,49,51,2,
8865,43,28,1268.8,21,10,45,13,11,13,87,5,
8868,44,36,1794,42,14,39,2,3,13,87,4,
8871,43,24,671.84,92,1,6,1,1,41,59,4,
8872,64,26,1186.64,47,1,34,10,8,12,88,5,
8873,54,19,315.12,67,3,25,3,3,59,41,2,
8874,16,42,2189.2,71,3,23,2,0,12,88,6,
8877,68,21,406.64,29,13,46,1,11,62,38,4,
8879,86,9,44.72,75,3,18,3,1,48,52,3,
8884,70,35,1463.28,87,2,10,0,1,46,54,5,
8888,78,20,557.44,40,16,26,11,7,34,66,3,
8891,205,9,19.76,67,2,26,4,0,66,34,4,
8892,47,28,919.36,76,3,17,2,2,48,52,6,
8896,74,17,359.84,85,1,12,2,0,49,51,5,
8898,20,11,190.32,89,1,8,1,1,42,58,5,
8903,76,11,31.2,25,10,47,13,5,70,30,4,
8909,68,16,360.88,62,5,25,4,4,39,61,3,
8911,29,15,503.36,16,16,51,2,15,14,86,3,No
8914,36,32,1256.32,41,10,36,6,8,38,62,5,
8915,57,20,733.2,55,12,20,8,5,24,76,2,
8921,93,8,16.64,11,19,22,23,26,59,41,3,
8922,549,9,19.76,44,0,45,5,5,68,32,4,
